variable_name,pressure,temperature,wind_speed,temperature,wind_speed
1/4/10 1:00,101860,266.35,3.7,263.6282746,9.668955467
1/4/10 2:00,101870,266.25,3.7,263.5282789,9.829927965
1/4/10 3:00,101890,266.05,3.7,263.3282874,10.14392899
1/4/10 4:00,101860,265.85,3.7,263.1282959,12.55247684
1/4/10 5:00,101860,265.75,3.6,263.0283002,12.01998478
1/4/10 6:00,101880,265.55,3.7,262.8283087,12.93740354
1/4/10 7:00,101900,265.45,3.7,262.728313,16.60531981
1/4/10 8:00,101920,265.55,3.8,262.8283087,18.36417885
1/4/10 9:00,101950,266.35,4.1,263.6282746,21.24165362
1/4/10 10:00,101980,267.35,4.6,264.6282323,21.73758516
1/4/10 11:00,101960,268.15,4.8,265.4281987,32.63538239
1/4/10 12:00,101870,268.85,4.9,266.1281695,31.11071094
1/4/10 13:00,101810,269.35,4.9,266.6281487,28.88640314
1/4/10 14:00,101780,269.65,4.8,266.9281363,62.76918584
1/4/10 15:00,101790,269.75,4.8,267.0281321,42.49809384
1/4/10 16:00,101810,269.45,4.5,266.7281446,20.07382465
1/4/10 17:00,101840,268.65,4.1,265.9281778,21.47177481
1/4/10 18:00,101860,268.15,4,265.4281987,18.54687431
1/4/10 19:00,101890,267.75,3.9,265.0282155,26.42133914
1/4/10 20:00,101890,267.45,3.8,264.7282281,48.63688797
1/4/10 21:00,101890,267.25,3.9,264.5282366,48.32432878
1/4/10 22:00,101890,266.95,3.9,264.2282492,33.94217719
1/4/10 23:00,101890,266.75,3.8,264.0282577,20.08243848
1/5/10 0:00,101880,266.55,3.8,263.8282661,13.03133796
1/5/10 1:00,101870,266.35,3.7,263.6282746,11.08687333
1/5/10 2:00,101880,266.15,3.7,263.4282831,10.10200402
1/5/10 3:00,101900,266.05,3.8,263.3282874,11.61026345
1/5/10 4:00,101870,265.85,3.7,263.1282959,11.35503503
1/5/10 5:00,101870,265.65,3.6,262.9283044,12.37395294
1/5/10 6:00,101890,265.55,3.7,262.8283087,13.57970094
1/5/10 7:00,101910,265.45,3.7,262.728313,13.03312193
1/5/10 8:00,101930,265.55,3.8,262.8283087,11.47076453
1/5/10 9:00,101960,266.25,4.1,263.5282789,10.69951347
1/5/10 10:00,101990,267.25,4.6,264.5282366,12.10801687
1/5/10 11:00,101970,268.05,4.8,265.3282029,12.94373341
1/5/10 12:00,101880,268.75,5,266.0281737,13.7340103
1/5/10 13:00,101820,269.35,4.9,266.6281487,15.80331975
1/5/10 14:00,101790,269.55,4.9,266.8281404,16.2836187
1/5/10 15:00,101800,269.65,4.8,266.9281363,16.59203313
1/5/10 16:00,101820,269.35,4.6,266.6281487,11.23823427
1/5/10 17:00,101840,268.55,4.2,265.828182,10.74582667
1/5/10 18:00,101860,268.05,4.1,265.3282029,11.25727583
1/5/10 19:00,101890,267.65,3.9,264.9282197,9.173480326
1/5/10 20:00,101890,267.35,3.9,264.6282323,12.12474546
1/5/10 21:00,101890,267.15,4,264.4282408,11.49547687
1/5/10 22:00,101890,266.85,4,264.1282534,13.53052219
1/5/10 23:00,101900,266.75,3.9,264.0282577,14.42225862
1/6/10 0:00,101880,266.45,3.8,263.7282704,12.48248542
1/6/10 1:00,101870,266.25,3.7,263.5282789,10.88715921
1/6/10 2:00,101880,266.05,3.7,263.3282874,10.70068348
1/6/10 3:00,101900,265.95,3.8,263.2282916,10.91787474
1/6/10 4:00,101880,265.75,3.7,263.0283002,10.3411849
1/6/10 5:00,101880,265.45,3.7,262.728313,9.408047615
1/6/10 6:00,101900,265.35,3.7,262.6283172,9.52067492
1/6/10 7:00,101920,265.35,3.7,262.6283172,10.54767773
1/6/10 8:00,101940,265.35,3.8,262.6283172,10.14546151
1/6/10 9:00,101970,266.05,4.1,263.3282874,12.12621753
1/6/10 10:00,101990,267.05,4.6,264.328245,13.72857706
1/6/10 11:00,101980,267.95,4.8,265.2282071,12.26331332
1/6/10 12:00,101890,268.65,4.9,265.9281778,11.95731588
1/6/10 13:00,101820,269.25,4.9,266.5281529,12.27177059
1/6/10 14:00,101790,269.55,4.8,266.8281404,13.02356411
1/6/10 15:00,101800,269.55,4.8,266.8281404,12.12056581
1/6/10 16:00,101820,269.35,4.6,266.6281487,13.23960776
1/6/10 17:00,101840,268.55,4.2,265.828182,10.90205491
1/6/10 18:00,101860,267.95,4,265.2282071,9.423845285
1/6/10 19:00,101890,267.55,3.9,264.8282239,8.92725724
1/6/10 20:00,101890,267.35,3.8,264.6282323,10.42316963
1/6/10 21:00,101890,267.05,3.9,264.328245,9.7727948
1/6/10 22:00,101890,266.85,3.9,264.1282534,8.975422807
1/6/10 23:00,101890,266.55,3.9,263.8282661,8.402273794
1/7/10 0:00,101870,266.35,3.8,263.6282746,9.683427922
1/7/10 1:00,101860,266.15,3.7,263.4282831,7.698824608
1/7/10 2:00,101870,266.05,3.8,263.3282874,8.086933897
1/7/10 3:00,101890,265.85,3.8,263.1282959,9.357920889
1/7/10 4:00,101870,265.55,3.7,262.8283087,8.442346121
1/7/10 5:00,101870,265.45,3.7,262.728313,7.613849899
1/7/10 6:00,101890,265.25,3.7,262.5283215,8.602841999
1/7/10 7:00,101910,265.25,3.7,262.5283215,8.657628999
1/7/10 8:00,101940,265.25,3.8,262.5283215,7.464189111
1/7/10 9:00,101970,265.95,4.1,263.2282916,8.795945299
1/7/10 10:00,101990,266.95,4.6,264.2282492,8.433333333
1/7/10 11:00,101980,267.75,4.8,265.0282155,9.737265934
1/7/10 12:00,101890,268.45,4.9,265.7281862,8.356767954
1/7/10 13:00,101830,269.05,5,266.3281612,8.410288738
1/7/10 14:00,101800,269.35,4.9,266.6281487,8.068660794
1/7/10 15:00,101810,269.45,4.8,266.7281446,8.01951743
1/7/10 16:00,101840,269.05,4.6,266.3281612,8.611424752
1/7/10 17:00,101860,268.35,4.2,265.6281904,6.979299604
1/7/10 18:00,101880,267.75,4,265.0282155,7.414574242
1/7/10 19:00,101910,267.35,3.9,264.6282323,6.401291227
1/7/10 20:00,101920,267.05,3.8,264.328245,6.742572378
1/7/10 21:00,101920,266.75,3.9,264.0282577,6.936600593
1/7/10 22:00,101920,266.45,3.9,263.7282704,7.196399318
1/7/10 23:00,101920,266.25,3.9,263.5282789,7.306806597
1/8/10 0:00,101900,266.05,3.8,263.3282874,8.930437842
1/8/10 1:00,101890,265.75,3.7,263.0283002,9.657655765
1/8/10 2:00,101900,265.65,3.8,262.9283044,12.08476926
1/8/10 3:00,101920,265.45,3.8,262.728313,17.1412771
1/8/10 4:00,101900,265.25,3.7,262.5283215,8.497751622
1/8/10 5:00,101890,265.05,3.6,262.3283301,8.581315019
1/8/10 6:00,101910,264.95,3.6,262.2283344,8.041748783
1/8/10 7:00,101940,264.85,3.7,262.1283387,7.828150021
1/8/10 8:00,101960,264.95,3.8,262.2283344,7.274359986
1/8/10 9:00,101990,265.75,4.1,263.0283002,7.73422533
1/8/10 10:00,102010,266.75,4.6,264.0282577,7.818343108
1/8/10 11:00,102000,267.55,4.8,264.8282239,7.213075254
1/8/10 12:00,101910,268.35,5,265.6281904,8.117879842
1/8/10 13:00,101850,268.85,5,266.1281695,7.264807153
1/8/10 14:00,101820,269.25,4.9,266.5281529,6.571768456
1/8/10 15:00,101820,269.25,4.9,266.5281529,6.626675992
1/8/10 16:00,101850,268.95,4.6,266.2281653,6.380180135
1/8/10 17:00,101870,268.25,4.2,265.5281945,5.782478237
1/8/10 18:00,101890,267.55,4,264.8282239,5.331613851
1/8/10 19:00,101920,267.15,3.9,264.4282408,5.425376377
1/8/10 20:00,101920,266.85,3.8,264.1282534,5.241527432
1/8/10 21:00,101920,266.55,3.8,263.8282661,5.087167063
1/8/10 22:00,101920,266.25,3.9,263.5282789,5.394346484
1/8/10 23:00,101920,266.05,3.9,263.3282874,5.082973455
1/9/10 0:00,101900,265.85,3.8,263.1282959,4.928801683
1/9/10 1:00,101890,265.55,3.7,262.8283087,4.785678017
1/9/10 2:00,101900,265.45,3.7,262.728313,4.752337334
1/9/10 3:00,101920,265.35,3.7,262.6283172,4.97721838
1/9/10 4:00,101900,265.05,3.6,262.3283301,4.832493389
1/9/10 5:00,101900,264.85,3.6,262.1283387,4.786975459
1/9/10 6:00,101910,264.75,3.7,262.028343,4.57448945
1/9/10 7:00,101940,264.75,3.8,262.028343,4.938308798
1/9/10 8:00,101950,264.85,3.8,262.1283387,4.873904846
1/9/10 9:00,101990,265.55,4.1,262.8283087,5.339738074
1/9/10 10:00,102010,266.55,4.6,263.8282661,5.995803599
1/9/10 11:00,101990,267.45,4.8,264.7282281,6.281955879
1/9/10 12:00,101900,268.25,5,265.5281945,6.363249143
1/9/10 13:00,101840,268.85,5.1,266.1281695,6.627931835
1/9/10 14:00,101800,269.05,5,266.3281612,6.653046062
1/9/10 15:00,101800,269.15,4.9,266.428157,6.764268256
1/9/10 16:00,101830,268.85,4.6,266.1281695,6.048368327
1/9/10 17:00,101850,268.15,4.2,265.4281987,5.525171611
1/9/10 18:00,101870,267.55,4,264.8282239,5.659540691
1/9/10 19:00,101900,267.05,3.9,264.328245,5.228897106
1/9/10 20:00,101900,266.75,3.8,264.0282577,5.408433806
1/9/10 21:00,101900,266.45,3.8,263.7282704,5.606492376
1/9/10 22:00,101900,266.25,3.9,263.5282789,5.502089806
1/9/10 23:00,101900,266.05,3.9,263.3282874,5.33241199
1/10/10 0:00,101880,265.85,3.8,263.1282959,5.35232358
1/10/10 1:00,101870,265.55,3.7,262.8283087,5.498948752
1/10/10 2:00,101880,265.45,3.7,262.728313,5.53632403
1/10/10 3:00,101890,265.25,3.7,262.5283215,5.632663624
1/10/10 4:00,101870,264.95,3.6,262.2283344,5.613468868
1/10/10 5:00,101880,264.85,3.6,262.1283387,5.968303941
1/10/10 6:00,101890,264.75,3.6,262.028343,5.744251663
1/10/10 7:00,101920,264.65,3.7,261.9283473,6.13478466
1/10/10 8:00,101930,264.75,3.8,262.028343,5.965280549
1/10/10 9:00,101960,265.55,4.1,262.8283087,7.31340061
1/10/10 10:00,101990,266.45,4.6,263.7282704,7.851480476
1/10/10 11:00,101970,267.35,4.8,264.6282323,8.878289384
1/10/10 12:00,101880,268.05,5,265.3282029,8.872577846
1/10/10 13:00,101820,268.65,5,265.9281778,9.122588675
1/10/10 14:00,101780,268.95,5,266.2281653,10.30425027
1/10/10 15:00,101780,269.05,4.9,266.3281612,9.859560435
1/10/10 16:00,101810,268.75,4.6,266.0281737,10.14571827
1/10/10 17:00,101830,268.05,4.2,265.3282029,10.11506389
1/10/10 18:00,101860,267.45,4,264.7282281,11.26788686
1/10/10 19:00,101880,266.95,4,264.2282492,10.85545015
1/10/10 20:00,101880,266.65,3.8,263.9282619,11.4556158
1/10/10 21:00,101880,266.35,3.8,263.6282746,10.45540567
1/10/10 22:00,101880,266.05,3.9,263.3282874,10.26891127
1/10/10 23:00,101880,265.95,3.9,263.2282916,11.70133884
1/11/10 0:00,101870,265.75,3.8,263.0283002,9.887352945
1/11/10 1:00,101850,265.45,3.7,262.728313,8.967005232
1/11/10 2:00,101860,265.25,3.7,262.5283215,9.064042635
1/11/10 3:00,101870,265.05,3.8,262.3283301,8.63412005
1/11/10 4:00,101850,264.85,3.6,262.1283387,7.935687305
1/11/10 5:00,101860,264.65,3.6,261.9283473,9.471503045
1/11/10 6:00,101870,264.55,3.7,261.8283516,8.817261929
1/11/10 7:00,101900,264.45,3.8,261.7283559,8.903515781
1/11/10 8:00,101920,264.55,3.8,261.8283516,8.312966682
1/11/10 9:00,101950,265.35,4.2,262.6283172,10.66150257
1/11/10 10:00,101980,266.25,4.6,263.5282789,11.78057138
1/11/10 11:00,101960,267.15,4.8,264.4282408,11.33934755
1/11/10 12:00,101870,267.95,5,265.2282071,11.29095552
1/11/10 13:00,101810,268.45,5,265.7281862,11.00192261
1/11/10 14:00,101770,268.85,4.9,266.1281695,11.40021833
1/11/10 15:00,101780,268.85,4.9,266.1281695,14.51774376
1/11/10 16:00,101800,268.55,4.6,265.828182,11.99494798
1/11/10 17:00,101820,267.85,4.2,265.1282113,12.2448801
1/11/10 18:00,101850,267.25,4,264.5282366,10.61516117
1/11/10 19:00,101880,266.75,3.9,264.0282577,9.595692793
1/11/10 20:00,101880,266.45,3.8,263.7282704,8.406737445
1/11/10 21:00,101880,266.15,3.8,263.4282831,8.677460122
1/11/10 22:00,101880,265.85,3.8,263.1282959,9.893493998
1/11/10 23:00,101890,265.65,3.8,262.9283044,9.080869196
1/12/10 0:00,101870,265.45,3.8,262.728313,9.161328667
1/12/10 1:00,101860,265.25,3.7,262.5283215,8.401653018
1/12/10 2:00,101860,265.05,3.7,262.3283301,8.902318137
1/12/10 3:00,101880,264.75,3.7,262.028343,9.668420726
1/12/10 4:00,101860,264.55,3.6,261.8283516,8.31939931
1/12/10 5:00,101870,264.35,3.6,261.6283602,9.216224649
1/12/10 6:00,101880,264.25,3.6,261.5283645,10.00686805
1/12/10 7:00,101910,264.25,3.7,261.5283645,10.9015407
1/12/10 8:00,101920,264.25,3.8,261.5283645,11.23321096
1/12/10 9:00,101950,265.05,4.2,262.3283301,9.829502764
1/12/10 10:00,101980,266.05,4.6,263.3282874,13.34480233
1/12/10 11:00,101960,266.95,4.7,264.2282492,14.29655281
1/12/10 12:00,101870,267.75,4.9,265.0282155,14.87123261
1/12/10 13:00,101810,268.35,5,265.6281904,11.68728067
1/12/10 14:00,101770,268.75,4.9,266.0281737,10.61819585
1/12/10 15:00,101770,268.85,4.9,266.1281695,12.03959561
1/12/10 16:00,101800,268.55,4.6,265.828182,10.99012067
1/12/10 17:00,101820,267.75,4.1,265.0282155,9.698238042
1/12/10 18:00,101850,267.05,3.9,264.328245,8.182852007
1/12/10 19:00,101870,266.65,3.8,263.9282619,7.630416101
1/12/10 20:00,101880,266.35,3.7,263.6282746,6.939370439
1/12/10 21:00,101880,265.95,3.8,263.2282916,7.795855691
1/12/10 22:00,101880,265.75,3.8,263.0283002,7.866129524
1/12/10 23:00,101890,265.45,3.8,262.728313,6.466198912
1/13/10 0:00,101870,265.25,3.8,262.5283215,6.632055714
1/13/10 1:00,101860,265.05,3.7,262.3283301,6.543584955
1/13/10 2:00,101870,264.85,3.7,262.1283387,6.821192239
1/13/10 3:00,101880,264.55,3.6,261.8283516,6.563496514
1/13/10 4:00,101870,264.35,3.6,261.6283602,6.960883386
1/13/10 5:00,101870,264.25,3.6,261.5283645,6.350733847
1/13/10 6:00,101890,264.05,3.6,261.3283731,6.505775456
1/13/10 7:00,101920,264.05,3.7,261.3283731,5.989389506
1/13/10 8:00,101940,264.05,3.7,261.3283731,6.353083175
1/13/10 9:00,101970,264.85,4.1,262.1283387,6.728051343
1/13/10 10:00,102000,265.85,4.5,263.1282959,7.139468196
1/13/10 11:00,101990,266.85,4.7,264.1282534,8.476710651
1/13/10 12:00,101890,267.65,4.9,264.9282197,9.008920502
1/13/10 13:00,101840,268.25,4.9,265.5281945,8.725284442
1/13/10 14:00,101790,268.55,4.9,265.828182,8.128327718
1/13/10 15:00,101800,268.65,4.9,265.9281778,8.261294672
1/13/10 16:00,101830,268.45,4.6,265.7281862,7.876940591
1/13/10 17:00,101840,267.55,4.1,264.8282239,6.468484803
1/13/10 18:00,101870,266.95,3.9,264.2282492,6.437868532
1/13/10 19:00,101900,266.45,3.8,263.7282704,6.251107338
1/13/10 20:00,101900,266.05,3.7,263.3282874,6.086013744
1/13/10 21:00,101910,265.85,3.8,263.1282959,6.557519684
1/13/10 22:00,101910,265.55,3.8,262.8283087,6.236152264
1/13/10 23:00,101910,265.35,3.8,262.6283172,6.170333406
1/14/10 0:00,101900,265.15,3.8,262.4283258,6.869543764
1/14/10 1:00,101880,264.95,3.7,262.2283344,6.998335975
1/14/10 2:00,101890,264.75,3.7,262.028343,6.852162051
1/14/10 3:00,101900,264.45,3.6,261.7283559,7.040966915
1/14/10 4:00,101890,264.25,3.6,261.5283645,6.503852345
1/14/10 5:00,101900,264.05,3.6,261.3283731,6.633581348
1/14/10 6:00,101910,263.95,3.6,261.2283774,7.355453435
1/14/10 7:00,101940,263.95,3.7,261.2283774,7.29320205
1/14/10 8:00,101960,264.05,3.7,261.3283731,7.624837097
1/14/10 9:00,101990,264.85,4.2,262.1283387,8.297166399
1/14/10 10:00,102010,265.85,4.6,263.1282959,10.39634621
1/14/10 11:00,102000,266.85,4.8,264.1282534,9.402758271
1/14/10 12:00,101910,267.65,4.9,264.9282197,10.06389707
1/14/10 13:00,101850,268.25,5.1,265.5281945,10.71046789
1/14/10 14:00,101800,268.55,5,265.828182,9.9285563
1/14/10 15:00,101810,268.75,4.9,266.0281737,10.83764775
1/14/10 16:00,101830,268.45,4.6,265.7281862,9.646778133
1/14/10 17:00,101850,267.65,4.2,264.9282197,7.869901458
1/14/10 18:00,101880,266.95,4,264.2282492,8.17005883
1/14/10 19:00,101900,266.45,3.9,263.7282704,8.200152228
1/14/10 20:00,101900,266.15,3.8,263.4282831,7.415589485
1/14/10 21:00,101900,265.85,3.8,263.1282959,7.399513314
1/14/10 22:00,101900,265.55,3.8,262.8283087,7.891709314
1/14/10 23:00,101900,265.45,3.8,262.728313,7.57007399
1/15/10 0:00,101890,265.25,3.8,262.5283215,8.825005717
1/15/10 1:00,101870,265.05,3.8,262.3283301,8.328789936
1/15/10 2:00,101870,264.85,3.7,262.1283387,9.344071201
1/15/10 3:00,101880,264.55,3.6,261.8283516,9.499007699
1/15/10 4:00,101870,264.45,3.7,261.7283559,9.558728645
1/15/10 5:00,101880,264.25,3.7,261.5283645,10.48311239
1/15/10 6:00,101890,264.15,3.7,261.4283688,11.45582007
1/15/10 7:00,101920,264.15,3.8,261.4283688,10.12238725
1/15/10 8:00,101940,264.25,3.8,261.5283645,11.04815993
1/15/10 9:00,101960,265.05,4.2,262.3283301,11.33322344
1/15/10 10:00,101990,266.05,4.7,263.3282874,14.05717676
1/15/10 11:00,101980,267.05,4.9,264.328245,14.61188924
1/15/10 12:00,101890,267.85,5.1,265.1282113,15.1122119
1/15/10 13:00,101830,268.45,5.1,265.7281862,15.35507192
1/15/10 14:00,101780,268.75,5.1,266.0281737,15.02759424
1/15/10 15:00,101780,268.85,5,266.1281695,20.01099532
1/15/10 16:00,101800,268.55,4.7,265.828182,16.05611278
1/15/10 17:00,101820,267.85,4.2,265.1282113,15.76680313
1/15/10 18:00,101850,267.15,4,264.4282408,11.88790521
1/15/10 19:00,101880,266.65,3.9,263.9282619,12.24980237
1/15/10 20:00,101870,266.35,3.8,263.6282746,10.03482645
1/15/10 21:00,101870,266.05,3.8,263.3282874,10.15735265
1/15/10 22:00,101870,265.85,3.9,263.1282959,10.75263502
1/15/10 23:00,101870,265.65,3.8,262.9283044,9.098369348
1/16/10 0:00,101860,265.45,3.8,262.728313,11.13180885
1/16/10 1:00,101840,265.25,3.8,262.5283215,10.23070429
1/16/10 2:00,101840,265.05,3.8,262.3283301,11.21136949
1/16/10 3:00,101850,264.75,3.7,262.028343,8.523207141
1/16/10 4:00,101840,264.55,3.7,261.8283516,9.065210154
1/16/10 5:00,101850,264.45,3.7,261.7283559,8.020354066
1/16/10 6:00,101860,264.25,3.7,261.5283645,7.123226875
1/16/10 7:00,101890,264.25,3.8,261.5283645,6.837877466
1/16/10 8:00,101910,264.35,3.8,261.6283602,7.012341496
1/16/10 9:00,101940,265.05,4.2,262.3283301,8.518451027
1/16/10 10:00,101960,266.05,4.7,263.3282874,8.278929068
1/16/10 11:00,101950,267.05,4.9,264.328245,8.945234893
1/16/10 12:00,101860,267.85,5.1,265.1282113,9.547714823
1/16/10 13:00,101800,268.45,5.1,265.7281862,7.976375391
1/16/10 14:00,101750,268.75,5.1,266.0281737,8.927066006
1/16/10 15:00,101750,268.85,5.1,266.1281695,8.411715648
1/16/10 16:00,101770,268.55,4.7,265.828182,7.585205648
1/16/10 17:00,101790,267.85,4.2,265.1282113,6.212809187
1/16/10 18:00,101820,267.15,4.1,264.4282408,7.042355372
1/16/10 19:00,101850,266.75,4,264.0282577,6.823536479
1/16/10 20:00,101850,266.35,3.9,263.6282746,6.115909091
1/16/10 21:00,101850,266.05,3.9,263.3282874,6.886103135
1/16/10 22:00,101840,265.85,3.9,263.1282959,6.728640012
1/16/10 23:00,101850,265.75,3.8,263.0283002,6.548633072
1/17/10 0:00,101830,265.45,3.9,262.728313,6.774491803
1/17/10 1:00,101810,265.25,3.9,262.5283215,7.202093052
1/17/10 2:00,101820,265.05,3.8,262.3283301,6.902012041
1/17/10 3:00,101830,264.85,3.7,262.1283387,7.290874138
1/17/10 4:00,101820,264.55,3.7,261.8283516,6.439195188
1/17/10 5:00,101820,264.45,3.7,261.7283559,6.410920614
1/17/10 6:00,101840,264.35,3.7,261.6283602,5.955707236
1/17/10 7:00,101870,264.25,3.8,261.5283645,5.959599183
1/17/10 8:00,101890,264.35,3.8,261.6283602,6.58793901
1/17/10 9:00,101920,265.05,4.2,262.3283301,7.794557148
1/17/10 10:00,101940,266.05,4.7,263.3282874,8.242452434
1/17/10 11:00,101930,267.05,4.9,264.328245,8.748980109
1/17/10 12:00,101840,267.85,5,265.1282113,8.330900808
1/17/10 13:00,101780,268.45,5.1,265.7281862,8.218167782
1/17/10 14:00,101730,268.75,5.1,266.0281737,7.979772246
1/17/10 15:00,101740,268.85,5,266.1281695,8.251511266
1/17/10 16:00,101760,268.55,4.7,265.828182,7.217159395
1/17/10 17:00,101780,267.85,4.2,265.1282113,6.691927373
1/17/10 18:00,101810,267.15,4,264.4282408,6.57977178
1/17/10 19:00,101830,266.65,4,263.9282619,6.611226611
1/17/10 20:00,101830,266.35,3.8,263.6282746,5.886079015
1/17/10 21:00,101830,266.05,3.8,263.3282874,5.548343963
1/17/10 22:00,101830,265.85,3.8,263.1282959,5.426442717
1/17/10 23:00,101830,265.75,3.8,263.0283002,5.818138462
1/18/10 0:00,101820,265.55,3.8,262.8283087,5.438088588
1/18/10 1:00,101800,265.25,3.8,262.5283215,5.364476649
1/18/10 2:00,101800,265.05,3.8,262.3283301,5.810920731
1/18/10 3:00,101810,264.85,3.7,262.1283387,5.785369483
1/18/10 4:00,101810,264.55,3.7,261.8283516,6.228225374
1/18/10 5:00,101810,264.45,3.7,261.7283559,5.687880409
1/18/10 6:00,101820,264.35,3.8,261.6283602,5.846164023
1/18/10 7:00,101860,264.25,3.8,261.5283645,6.204610077
1/18/10 8:00,101870,264.35,3.8,261.6283602,5.823564473
1/18/10 9:00,101910,265.05,4.3,262.3283301,7.300098614
1/18/10 10:00,101930,266.05,4.7,263.3282874,7.834274001
1/18/10 11:00,101910,267.05,4.9,264.328245,8.150036292
1/18/10 12:00,101830,267.85,5,265.1282113,9.054564731
1/18/10 13:00,101770,268.45,5.1,265.7281862,9.083125812
1/18/10 14:00,101730,268.75,5.1,266.0281737,9.501615414
1/18/10 15:00,101730,268.85,5,266.1281695,9.18982292
1/18/10 16:00,101750,268.55,4.7,265.828182,8.630974257
1/18/10 17:00,101780,267.85,4.2,265.1282113,7.093599728
